date,ovx_level,gate_formula_no_scaleup,gate_formula_with_scaleup,raw_gate,reason
2007-05-10,27.09,0.9999972024241116,1.2401603702269157,1.0523401123547818,Low-normal oil volatility (OVX=27.1) - exposure near neutral
2007-05-11,26.41,0.9999977848169548,1.2643408146702921,1.0658017444986179,Low-normal oil volatility (OVX=26.4) - exposure near neutral
2007-05-14,27.23,0.9999974839713984,1.2527627486967745,1.0496313817043987,Low-normal oil volatility (OVX=27.2) - exposure near neutral
2007-05-15,27.89,0.9999968282395232,1.2339713752371204,1.0371375783376782,Low-normal oil volatility (OVX=27.9) - exposure near neutral
2007-05-16,27.07,0.999996911707926,1.23550762086229,1.0527287883098093,Low-normal oil volatility (OVX=27.1) - exposure near neutral
2007-05-17,24.86,0.9999973830177469,1.2630086390477195,1.0985253041810124,Very low oil volatility (OVX=24.9) - exposure near neutral
2007-05-18,24.71,0.9999976323680663,1.282231716612847,1.1018545126548565,Very low oil volatility (OVX=24.7) - exposure near neutral
2007-05-21,24.67,0.9999981814132127,1.3135997301329025,1.1027474256965741,Very low oil volatility (OVX=24.7) - exposure near neutral
2007-05-22,26.03,0.999998969704517,1.3407240488556582,1.0735531320408118,Low-normal oil volatility (OVX=26.0) - exposure near neutral
2007-05-23,26.35,0.9999992094933153,1.3509010478508778,1.067014491044368,Low-normal oil volatility (OVX=26.4) - exposure near neutral
2007-05-24,26.63,0.999998908117709,1.3300547038669444,1.0613901285021037,Low-normal oil volatility (OVX=26.6) - exposure near neutral
2007-05-25,25.81,0.9999987858030984,1.3184661886381792,1.0781188145216158,Low-normal oil volatility (OVX=25.8) - exposure near neutral
2007-05-29,27.83,0.9999978774370776,1.2776688318274383,1.0382549831275651,Low-normal oil volatility (OVX=27.8) - exposure near neutral
2007-05-30,28.61,0.9999963789217343,1.2385785162326488,1.0240041069473742,Low-normal oil volatility (OVX=28.6) - exposure near neutral
2007-05-31,28.44,0.9999951519770821,1.2064893362960216,1.0270600375222012,Low-normal oil volatility (OVX=28.4) - exposure near neutral
2007-06-01,27.39,0.9999948365371232,1.1952672603585033,1.0465611553639653,Low-normal oil volatility (OVX=27.4) - exposure near neutral
2007-06-04,27.36,0.999994347030686,1.1738572055840732,1.0471347707292389,Low-normal oil volatility (OVX=27.4) - exposure near neutral
2007-06-05,26.7,0.999994918003402,1.191068673667108,1.05999788000636,Low-normal oil volatility (OVX=26.7) - exposure near neutral
2007-06-06,25.94,0.9999964336975194,1.2312763868654668,1.0754138899490981,Low-normal oil volatility (OVX=25.9) - exposure near neutral
2007-06-07,26.11,0.9999977159386095,1.266491467209012,1.0719072082947192,Low-normal oil volatility (OVX=26.1) - exposure near neutral
2007-06-08,26.51,0.9999980670324454,1.2793733599550976,1.0637896571000298,Low-normal oil volatility (OVX=26.5) - exposure near neutral
2007-06-11,25.99,0.999998524343302,1.2985875190455083,1.074378942264496,Low-normal oil volatility (OVX=26.0) - exposure near neutral
2007-06-12,25.81,0.9999987367130718,1.3102228850623072,1.0781188145216158,Low-normal oil volatility (OVX=25.8) - exposure near neutral
2007-06-13,26.07,0.9999987115097693,1.3086023147151171,1.0727292231458152,Low-normal oil volatility (OVX=26.1) - exposure near neutral
2007-06-14,26.35,0.9999986562133314,1.3054764143081994,1.067014491044368,Low-normal oil volatility (OVX=26.4) - exposure near neutral
2007-06-15,26.41,0.9999986835823773,1.3068341010754865,1.0658017444986179,Low-normal oil volatility (OVX=26.4) - exposure near neutral
2007-06-18,27.15,0.9999983291311487,1.2908232349876454,1.0511766624552734,Low-normal oil volatility (OVX=27.1) - exposure near neutral
2007-06-19,26.72,0.9999981101720314,1.278904921244824,1.0596010999512808,Low-normal oil volatility (OVX=26.7) - exposure near neutral
2007-06-20,27.14,0.9999977760500108,1.2640468636479667,1.0513703028110573,Low-normal oil volatility (OVX=27.1) - exposure near neutral
2007-06-21,28.0,0.9999969720040178,1.2392640816474685,1.0350983390135313,Low-normal oil volatility (OVX=28.0) - exposure near neutral
2007-06-22,28.16,0.9999960440186012,1.2126492783916452,1.0321535298059632,Low-normal oil volatility (OVX=28.2) - exposure near neutral
2007-06-25,28.01,0.9999955067737568,1.1990780894183781,1.0349135495201347,Low-normal oil volatility (OVX=28.0) - exposure near neutral
2007-06-26,27.79,0.9999949713216371,1.18279527497251,1.0390019292552068,Low-normal oil volatility (OVX=27.8) - exposure near neutral
2007-06-27,28.06,0.9999943873279333,1.1682525152799765,1.0339910842779825,Low-normal oil volatility (OVX=28.1) - exposure near neutral
2007-06-28,27.95,0.9999944278524037,1.169070119711721,1.0360237735649558,Low-normal oil volatility (OVX=27.9) - exposure near neutral
2007-06-29,27.44,0.9999949499535516,1.1806684265385985,1.0456072210162857,Low-normal oil volatility (OVX=27.4) - exposure near neutral
2007-07-02,27.52,0.9999952949839219,1.1885435463513825,1.0440863369806959,Low-normal oil volatility (OVX=27.5) - exposure near neutral
2007-07-03,27.45,0.9999955108734604,1.193937724197613,1.0454167469786335,Low-normal oil volatility (OVX=27.4) - exposure near neutral
2007-07-05,27.33,0.9999960031396956,1.2055892162264783,1.047709330317454,Low-normal oil volatility (OVX=27.3) - exposure near neutral
2007-07-06,27.4,0.9999963673283613,1.2143565046653624,1.0463701596227337,Low-normal oil volatility (OVX=27.4) - exposure near neutral
2007-07-09,28.25,0.9999957598788608,1.201264282011802,1.0305080798590893,Low-normal oil volatility (OVX=28.2) - exposure near neutral
2007-07-10,27.37,0.9999958439407963,1.2036025363500453,1.0469434608215986,Low-normal oil volatility (OVX=27.4) - exposure near neutral
2007-07-11,27.69,0.9999956969587813,1.1998129177114927,1.0408763704854127,Low-normal oil volatility (OVX=27.7) - exposure near neutral
