date,ovx_close,ovx_change,ovx_ma5,ovx_ma20,ovx_std20
2007-05-10,27.09,-0.6799999999999997,27.09,27.09,0.4808326112068521
2007-05-11,26.41,-0.6799999999999997,26.75,26.75,0.4808326112068521
2007-05-14,27.23,0.8200000000000003,26.91,26.91,0.43863424398922624
2007-05-15,27.89,0.6600000000000001,27.155,27.155,0.6069321763316446
2007-05-16,27.07,-0.8200000000000003,27.137999999999998,27.137999999999998,0.5269914610313908
2007-05-17,24.86,-2.210000000000001,26.692,26.758333333333336,1.0426200969992223
2007-05-18,24.71,-0.14999999999999858,26.351999999999997,26.465714285714284,1.2268911544069037
2007-05-21,24.67,-0.03999999999999915,25.839999999999996,26.24125,1.30126792563473
2007-05-22,26.03,1.3599999999999994,25.468,26.21777777777778,1.2192597936635339
2007-05-23,26.35,0.3200000000000003,25.324,26.231,1.1502893355828152
2007-05-24,26.63,0.2799999999999976,25.678000000000004,26.267272727272726,1.0978714943843915
2007-05-25,25.81,-0.8200000000000003,25.898000000000003,26.229166666666668,1.0550696515856046
2007-05-29,27.83,2.0199999999999996,26.53,26.35230769230769,1.103420091096721
2007-05-30,28.61,0.7800000000000011,27.046,26.513571428571428,1.2198209650654412
2007-05-31,28.44,-0.16999999999999815,27.464,26.642,1.2763575405929832
2007-06-01,27.39,-1.0500000000000007,27.616000000000003,26.68875,1.2471774800190485
2007-06-04,27.36,-0.030000000000001137,27.926,26.728235294117646,1.2184992577660718
2007-06-05,26.7,-0.6600000000000001,27.7,26.726666666666667,1.1821366498097954
2007-06-06,25.94,-0.759999999999998,27.166000000000004,26.685263157894735,1.1629195463767161
2007-06-07,26.11,0.16999999999999815,26.7,26.6565,1.139188423026627
2007-06-08,26.51,0.40000000000000213,26.524,26.627500000000005,1.1349466715966965
2007-06-11,25.99,-0.5200000000000031,26.25,26.6065,1.1430396917177041
2007-06-12,25.81,-0.17999999999999972,26.072000000000003,26.535500000000003,1.1463694407724072
2007-06-13,26.07,0.26000000000000156,26.098000000000003,26.444499999999998,1.1046670134145926
2007-06-14,26.35,0.28000000000000114,26.145999999999997,26.408499999999997,1.094898577374563
2007-06-15,26.41,0.05999999999999872,26.125999999999998,26.486,1.0326073284346
2007-06-18,27.15,0.7399999999999984,26.357999999999997,26.607999999999997,0.9527887046924278
2007-06-19,26.72,-0.4299999999999997,26.54,26.710500000000003,0.8364994415954354
2007-06-20,27.14,0.4200000000000017,26.753999999999998,26.766000000000002,0.8257271117977761
2007-06-21,28.0,0.8599999999999994,27.084000000000003,26.8485,0.8635378576408511
2007-06-22,28.16,0.16000000000000014,27.434000000000005,26.925,0.9096991984051387
2007-06-25,28.01,-0.14999999999999858,27.606,27.034999999999997,0.9007453054349848
2007-06-26,27.79,-0.22000000000000242,27.82,27.032999999999998,0.8989297730313037
2007-06-27,28.06,0.2699999999999996,28.004,27.0055,0.8555113890779661
2007-06-28,27.95,-0.10999999999999943,27.994,26.981,0.8184831927670295
2007-06-29,27.44,-0.509999999999998,27.85,26.983500000000003,0.8198733856035685
2007-07-02,27.52,0.0799999999999983,27.752,26.991500000000002,0.8245079872582416
2007-07-03,27.45,-0.07000000000000028,27.684000000000005,27.028999999999996,0.827602116453251
2007-07-05,27.33,-0.120000000000001,27.538,27.0985,0.7887917142193238
2007-07-06,27.4,0.07000000000000028,27.427999999999997,27.163,0.7557575495383543
2007-07-09,28.25,0.8500000000000014,27.589999999999996,27.25,0.77649685667172
2007-07-10,27.37,-0.879999999999999,27.559999999999995,27.319,0.7177296074941412
2007-07-11,27.69,0.3200000000000003,27.607999999999997,27.413,0.6270826353671091
2007-07-12,27.35,-0.33999999999999986,27.612000000000002,27.476999999999997,0.542403035234494
2007-07-13,27.06,-0.2900000000000027,27.544,27.5125,0.4849511641175441
2007-07-16,28.0,0.9400000000000013,27.494,27.592000000000002,0.4207837299236234
2007-07-17,27.46,-0.5399999999999991,27.512,27.607500000000005,0.4091952950287922
2007-07-18,27.91,0.4499999999999993,27.556,27.667,0.35647543651999763
2007-07-19,27.4,-0.5100000000000016,27.566000000000003,27.68,0.3406340836548604
2007-07-20,26.69,-0.7099999999999973,27.492,27.614500000000003,0.3971275149846849
2007-07-23,27.09,0.3999999999999986,27.310000000000002,27.560999999999996,0.3918095670630317
2007-07-24,27.42,0.33000000000000185,27.302,27.5315,0.37819898688947434
2007-07-25,26.84,-0.5800000000000018,27.088,27.483999999999998,0.4028764992950365
2007-07-26,27.79,0.9499999999999993,27.166000000000004,27.470500000000005,0.3867608400141278
2007-07-27,27.25,-0.5399999999999991,27.278000000000002,27.4355,0.37249478979049405
2007-07-30,30.16,2.91,27.892000000000003,27.571499999999997,0.7141153894670662
2007-07-31,30.69,0.5300000000000011,28.546000000000003,27.729999999999997,0.9976076646816622
2007-08-01,29.73,-0.9600000000000009,29.124000000000002,27.844,1.0899270859243766
2007-08-02,29.68,-0.05000000000000071,29.502000000000002,27.9615,1.15625199857581
